play order,title,artist,track.external_urls.spotify,track.duration_ms,track.popularity,track.track_number,track.uri,track.album.name,track.album.release_date
12,Cruel to Be Kind,Nick Lowe,https://open.spotify.com/track/7D5ycpIrqwGNTQFKmzhDIg,210131,57,1,spotify:track:7D5ycpIrqwGNTQFKmzhDIg,Labour of Lust,1979
13,2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,Rush,https://open.spotify.com/track/6Po9FqcwIJq4xQtNZVXY6v?si=7BxSXdpbRQ-fZMOBYPwUzA,360000,,1,spotify:track:6Po9FqcwIJq4xQtNZVXY6v,2112,1976-04-01
14,"Another Brick in the Wall, Pt. 2",Pink Floyd,https://open.spotify.com/track/4gMgiXfqyzZLMhsksGmbQV,238746,76,5,spotify:track:4gMgiXfqyzZLMhsksGmbQV,The Wall,1979-11-30
15,Fire on the Mountain,The Marshall Tucker Band,https://open.spotify.com/track/4delgtiKX7L3nsbC0exhCS,236466,60,1,spotify:track:4delgtiKX7L3nsbC0exhCS,Searchin' for a Rainbow,1975-08-01
16,Searchin' for a Rainbow,The Marshall Tucker Band,https://open.spotify.com/track/5zS2DXR0XKNsVQSCHGEhx2,185840,41,7,spotify:track:5zS2DXR0XKNsVQSCHGEhx2,Greatest Hits,2011-01-01
17,Panama Red,New Riders of the Purple Sage,https://open.spotify.com/track/70hZyH0RrThMYtxqv5OGYb,167306,38,6,spotify:track:70hZyH0RrThMYtxqv5OGYb,The Best Of New Riders Of The Purple Sage,1971
18,Ridin' In My Car - Live,NRBQ,https://open.spotify.com/track/6r90RAhCMqQ7rLT0XOyGNe,184123,25,6,spotify:track:6r90RAhCMqQ7rLT0XOyGNe,High Noon: Highlights & Rarities From 50 Years,2016-11-11
19,Louisiana Lady,New Riders of the Purple Sage,https://open.spotify.com/track/4ZwlmpWJAdE7wZ4ZR3EskM,184933,22,10,spotify:track:4ZwlmpWJAdE7wZ4ZR3EskM,New Riders Of The Purple Sage,1971
20,Outside Of A Small Circle Of Friends,Phil Ochs,https://open.spotify.com/track/19nKssBmsSIBXJPZ2HrfXH,220933,19,3,spotify:track:19nKssBmsSIBXJPZ2HrfXH,Pleasures Of The Harbor,1967
21,Roadrunner (Once),Jonathan Richman & The Modern Lovers,https://open.spotify.com/track/1zMaPLfjieOq8DBr5xDkwF,283026,43,21,spotify:track:1zMaPLfjieOq8DBr5xDkwF,Roadrunner: The Beserkley Collection,2004-07-19
22,Shadow Play,Rory Gallagher,https://open.spotify.com/track/15PTVLJS4Kczhnwl0FWFsh,286983,45,6,spotify:track:15PTVLJS4Kczhnwl0FWFsh,Photo Finish (Remastered 2017),1978-10-01
23,Thunder Island,Jay Ferguson,https://open.spotify.com/track/3FkQN4NyCFlfn7fWzBkWCj,240693,52,1,spotify:track:3FkQN4NyCFlfn7fWzBkWCj,Thunder Island,1978
24,Shakedown Cruise,Jay Ferguson,https://open.spotify.com/track/4pNJhFtUGs7UQL61NiPP31,252440,30,1,spotify:track:4pNJhFtUGs7UQL61NiPP31,Real Life Ain't This Way,2005-07-26
25,Hawaii Five-O,The Ventures,https://open.spotify.com/track/3UUwbJd2j4RORlalTUhaDk,113893,50,1,spotify:track:3UUwbJd2j4RORlalTUhaDk,Hawaii Five-O,1969
26,Aloha Steve & Danno,Radio Birdman,https://open.spotify.com/track/2n4yt6ZWeOjY31bC5U0I1j,238293,35,1,spotify:track:2n4yt6ZWeOjY31bC5U0I1j,The Essential Radio Birdman,2001-07-17
27,Refugee,Tom Petty and the Heartbreakers,https://open.spotify.com/track/4mcZYzoGwPRDdhWVlygiHf,201693,65,1,spotify:track:4mcZYzoGwPRDdhWVlygiHf,Damn The Torpedoes (Deluxe Edition),1979-10-19
28,I Wanna Be Sedated,Ramones,https://open.spotify.com/track/5NoQvINZLBV1wMYPdNmReL,149786,66,7,spotify:track:5NoQvINZLBV1wMYPdNmReL,Road to Ruin (40th Anniversary Deluxe Edition),1978
29,Rock 'N' Roll High School (Ed Stasium Version),Ramones,https://open.spotify.com/track/0CcnRBQmFt3QZKdarFovFt,138720,14,2,spotify:track:0CcnRBQmFt3QZKdarFovFt,En el Disco-Bar,2018-06-25
30,Constantinople,The Residents,https://open.spotify.com/track/12hltjj9gODVp3wgvatDZ6,146466,28,1,spotify:track:12hltjj9gODVp3wgvatDZ6,Duck Stab,2016-09-09
31,Bring on the Nubiles - 1996 Remaster,The Stranglers,https://open.spotify.com/track/3HIgeFgEGdVpi2dQQdpbOm,135680,22,5,spotify:track:3HIgeFgEGdVpi2dQQdpbOm,No More Heroes,1977
32,Go All The Way,Raspberries,https://open.spotify.com/track/75GQIYnRaBg7ndHxhfYuQy,205346,64,1,spotify:track:75GQIYnRaBg7ndHxhfYuQy,Raspberries,1972
33,Bad Time,Grand Funk Railroad,https://open.spotify.com/track/5h2XR7VWvJ7jPhbvCyuYee,176280,40,12,spotify:track:5h2XR7VWvJ7jPhbvCyuYee,Greatest Hits: Grand Funk Railroad (Remastered),2006-01-01
34,Drive All Night,Elliott Murphy,https://open.spotify.com/track/7jP2vb4ZxaNWe6qmCfoClb,215933,9,1,spotify:track:7jP2vb4ZxaNWe6qmCfoClb,Just a Story from America,1977-02-01
35,Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,https://open.spotify.com/track/184QpO8ZchGncbNyJe9SDT,239213,64,6,spotify:track:184QpO8ZchGncbNyJe9SDT,The Best Years of Our Lives (Deluxe Version),1975-03-22
36,Cocaine,J.J. Cale,https://open.spotify.com/track/6G3NoUqDpqD3Rgfel2pD6s,169133,59,6,spotify:track:6G3NoUqDpqD3Rgfel2pD6s,Troubadour,1976-09
37,Catch Us If You Can - 2019 - Remaster,The Dave Clark Five,https://open.spotify.com/track/7d91GO9HafgZuRUA2NjLTj,114733,34,14,spotify:track:7d91GO9HafgZuRUA2NjLTj,Having a Wild Weekend (Original Motion Picture Soundtrack) [2019 - Remaster],1965-01-01
38,Message In A Bottle,The Police,https://open.spotify.com/track/1oYYd2gnWZYrt89EBXdFiO,290280,74,1,spotify:track:1oYYd2gnWZYrt89EBXdFiO,Reggatta De Blanc (Remastered 2003),1979-10-02
39,Can't Stand Losing You,The Police,https://open.spotify.com/track/39ZC8fZuLGJfpoaTST7vw3,180693,46,2,spotify:track:39ZC8fZuLGJfpoaTST7vw3,The Very Best Of Sting And The Police,1997-01-01
40,Waiting In Vain,Bob Marley & The Wailers,https://open.spotify.com/track/4Gq2ydMKhDZmctzkmk2bYo,256240,70,7,spotify:track:4Gq2ydMKhDZmctzkmk2bYo,Exodus (Deluxe Edition),1977-01-03
41,Bring On The Night,The Police,https://open.spotify.com/track/4EkNINvDLeGgIL4zYGsYPb,255213,54,4,spotify:track:4EkNINvDLeGgIL4zYGsYPb,Reggatta De Blanc (Remastered 2003),1979-10-02
42,Blue Collar Man (Long Nights),Styx,https://open.spotify.com/track/60F6ntlU0uSzgChmyQyVJP,247373,52,6,spotify:track:60F6ntlU0uSzgChmyQyVJP,Pieces Of Eight,1978-01-01
43,Jennifer,Styx,https://open.spotify.com/track/4zH007LyjxTkWibXiMlBT0,258226,22,3,spotify:track:4zH007LyjxTkWibXiMlBT0,Crystal Ball,1976-01-01
44,I Wanna Be With You,Raspberries,https://open.spotify.com/track/7AC2sIU1IhrsNsI5x3dImr,187720,36,1,spotify:track:7AC2sIU1IhrsNsI5x3dImr,Fresh,1972-01-01
45,County Line,Pousette-Dart Band,https://open.spotify.com/track/1dEMgiE3ATplPWVkNGc2GI,211866,22,10,spotify:track:1dEMgiE3ATplPWVkNGc2GI,The Best of Pousette-Dart Band,1994-06-29
46,Surrender,The J. Geils Band,https://open.spotify.com/track/4dnqrq79RHIb6Ek19nfeRN,231200,19,1,spotify:track:4dnqrq79RHIb6Ek19nfeRN,Monkey Island,1977-06-09
47,Musta Got Lost - Live,The J. Geils Band,https://open.spotify.com/track/05GTtG1ckPWfGOC0mHGJ0V,394560,43,4,spotify:track:05GTtG1ckPWfGOC0mHGJ0V,Live: Blow Your Face Out,1976
48,One Last Kiss - Remastered/2006,The J. Geils Band,https://open.spotify.com/track/7mC9ztRnPVE8KFpUNhJIik,263200,22,6,spotify:track:7mC9ztRnPVE8KFpUNhJIik,Best Of The J. Geils Band,2011-01-01
49,Turn It on Again,Genesis,https://open.spotify.com/track/5KXTDunEgNVBnuSBDzsm6x,229333,52,7,spotify:track:5KXTDunEgNVBnuSBDzsm6x,Duke,1980-03-28
50,Trouble Boys,Dave Edmunds,https://open.spotify.com/track/2wSQ3R8BBAG2lB16Wnh3Cg,182306,28,1,spotify:track:2wSQ3R8BBAG2lB16Wnh3Cg,Trax on Wax 4,2020-05-29
51,Girls Talk,Dave Edmunds,https://open.spotify.com/track/5UBq9iGT7lfpibWr7KKqKe,209266,47,1,spotify:track:5UBq9iGT7lfpibWr7KKqKe,Repeat When Necessary,2020-05-15
52,Freedom at Point Zero,Jefferson Starship,https://open.spotify.com/track/2oRXWD4ZK1RkHkmqvStz6r,269000,22,9,spotify:track:2oRXWD4ZK1RkHkmqvStz6r,Freedom At Point Zero,1979-11-01
53,Wishing Well,Free,https://open.spotify.com/track/6TSBIfIbxuPDi1uqMqy1iV,220146,49,1,spotify:track:6TSBIfIbxuPDi1uqMqy1iV,Heartbreaker,1973-01-01
54,Highway Song,Blackfoot,https://open.spotify.com/track/0R5nPSbAqQoNjKBByWnN95,450333,53,10,spotify:track:0R5nPSbAqQoNjKBByWnN95,Strikes,1979
55,Wild Sanctuary - Live,Michael Stanley Band,https://open.spotify.com/track/1H5n7uHzHrivs0gMP5NeI9,261026,9,11,spotify:track:1H5n7uHzHrivs0gMP5NeI9,Stagepass,1977
56,99,TOTO,https://open.spotify.com/track/2R3E4xKmy7lyieBKONkIMT,316053,51,3,spotify:track:2R3E4xKmy7lyieBKONkIMT,Hydra,1979-10-01
57,Ridin' the Storm Out,REO Speedwagon,https://open.spotify.com/track/0SkmxNE5ydxiEN0hzJbMac,252266,50,1,spotify:track:0SkmxNE5ydxiEN0hzJbMac,Ridin' the Storm Out,1973-11-09
58,Lights Out - 2008 Remaster,UFO,https://open.spotify.com/track/4BwQ3c9ZNdJcPKtQEcpfXz,275226,45,4,spotify:track:4BwQ3c9ZNdJcPKtQEcpfXz,Lights Out (2008 Remaster),1977-01-01
59,Avenging Annie,Andy Pratt,https://open.spotify.com/track/2WPx4X6CtBRYW8PIUJRdMu,307373,32,1,spotify:track:2WPx4X6CtBRYW8PIUJRdMu,Andy Pratt,2016-04-01
60,Another Nail In My Heart,Squeeze,https://open.spotify.com/track/7c3WIsUNdaMNbQQzL1Q56l,176173,42,2,spotify:track:7c3WIsUNdaMNbQQzL1Q56l,Argybargy,1980
61,Ten Feet Tall - 2001 Digital Remaster,XTC,https://open.spotify.com/track/7EREJweyXYJsVO7mGpYV9J,196765,32,5,spotify:track:7EREJweyXYJsVO7mGpYV9J,Drums And Wires,1979-08-17
62,Let My Love Open The Door,Pete Townshend,https://open.spotify.com/track/0otlwsD3mSogk7VJCTp6Kg,164653,58,4,spotify:track:0otlwsD3mSogk7VJCTp6Kg,Empty Glass,1980-04-21
63,Feeling That Way,Journey,https://open.spotify.com/track/3WuG6JfzTUHTKwvvKT51zI,207893,52,2,spotify:track:3WuG6JfzTUHTKwvvKT51zI,Infinity,1978
64,Anytime,Journey,https://open.spotify.com/track/2dcskJYRu9mMVPpAGJl3Er,208466,49,3,spotify:track:2dcskJYRu9mMVPpAGJl3Er,Infinity,1978
65,Friday On My Mind,The Easybeats,https://open.spotify.com/track/2CT08rpgdut8qQs7IAzMGi,163293,59,18,spotify:track:2CT08rpgdut8qQs7IAzMGi,Easy,1965-01-01
66,Fins,Jimmy Buffett,https://open.spotify.com/track/4h0gZ422QxBRdTV14u0P8y,204640,54,3,spotify:track:4h0gZ422QxBRdTV14u0P8y,Songs You Know By Heart,1985-01-01
67,Nothing To Lose,U.K.,,,,,,,
68,Conquistador,Procol Harum,https://open.spotify.com/track/2Wr1PqAw6bzMYhngpb3f96,158146,43,1,spotify:track:2Wr1PqAw6bzMYhngpb3f96,Procol Harum (2009 remaster),1967-09-01
69,Surf City - Remastered 1990/Stereo Remix,Jan & Dean,https://open.spotify.com/track/4ZzXPeOfMXk0iKNQGdlzDq,163026,55,6,spotify:track:4ZzXPeOfMXk0iKNQGdlzDq,Surf City: The Best Of Jan & Dean,1990-01-01
70,There's No Surf in Cleveland,The Euclid Beach Band,https://open.spotify.com/track/7d8rUQISXtGAesdgkMfRB4,274320,10,5,spotify:track:7d8rUQISXtGAesdgkMfRB4,Euclid Beach Band,1979-11-05
71,Can't Stop Pretending,Artful Dodger,https://open.spotify.com/track/1bSsTnBWQ7n1ysPXp16cgd,230653,2,1,spotify:track:1bSsTnBWQ7n1ysPXp16cgd,Babes on Broadway,1977-03-01
72,Fire And Water,Free,https://open.spotify.com/track/5jK9iJEBgHMQePlRukmnts,239760,39,1,spotify:track:5jK9iJEBgHMQePlRukmnts,Fire And Water,1970-06-26
73,Cleveland Rocks - 2009 Remaster,Ian Hunter,https://open.spotify.com/track/5FBIJ3i1CWaZLf1VTNIh7B,228720,35,3,spotify:track:5FBIJ3i1CWaZLf1VTNIh7B,You're Never Alone with a Schizophrenic (Deluxe Version),1979-03-27
74,Telecide,The Tubes,https://open.spotify.com/track/4eM6IO29P0oA6h7CWD642z,341893,10,11,spotify:track:4eM6IO29P0oA6h7CWD642z,Remote Control,1979-01-01
75,Head First,The Babys,https://open.spotify.com/track/1stFVE7xE8t4Xz21IoT6Tb,240333,34,6,spotify:track:1stFVE7xE8t4Xz21IoT6Tb,Head First,1978-01-01
76,Accidents Will Happen,Elvis Costello & The Attractions,https://open.spotify.com/track/7oR6vPgaw4QlXXmJ8IfKMg,180986,41,1,spotify:track:7oR6vPgaw4QlXXmJ8IfKMg,Armed Forces,1979
77,The Jungle Line,Joni Mitchell,https://open.spotify.com/track/6C5xDvn42YYdohvSEjsoP2,264400,32,2,spotify:track:6C5xDvn42YYdohvSEjsoP2,The Hissing of Summer Lawns,1975-11-01
78,We Are Crazy,Jean Yves Labat,https://open.spotify.com/track/2b8zoUGtjS7HooTAa31ZaX,178653,0,22,spotify:track:2b8zoUGtjS7HooTAa31ZaX,Smokin' In The Boys Room - 1973 Rock,2018-06-15
79,(I Never Loved) Eva Braun,The Boomtown Rats,https://open.spotify.com/track/0Za1RTPrmcg6DsZTaZvcG0,277440,24,3,spotify:track:0Za1RTPrmcg6DsZTaZvcG0,A Tonic For The Troops,2005-01-01
80,Cold Ethyl,Alice Cooper,https://open.spotify.com/track/5TNFOptlMaPOvMffvVcmxA,176600,36,7,spotify:track:5TNFOptlMaPOvMffvVcmxA,Welcome to My Nightmare,1975
81,T.N.T.,AC/DC,https://open.spotify.com/track/7LRMbd3LEoV5wZJvXT1Lwb,214666,78,5,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,High Voltage,1976-05-14
82,Spaced,Aerosmith,https://open.spotify.com/track/7uH4Cj39mhUc907ds3OmZF,261733,32,3,spotify:track:7uH4Cj39mhUc907ds3OmZF,Get Your Wings,1974-03-15
83,Say Goodbye to Hollywood,Billy Joel,https://open.spotify.com/track/3YNFRvI0WnbvFdxUCQiKjR,276333,48,1,spotify:track:3YNFRvI0WnbvFdxUCQiKjR,Turnstiles,1976-05-19
84,5-7-0-5,City Boy,https://open.spotify.com/track/5fjNaIxNBwvtTh7JsELIfv,192760,37,1,spotify:track:5fjNaIxNBwvtTh7JsELIfv,Book Early,1978
85,Cities On Flame with Rock and Roll,Blue Öyster Cult,https://open.spotify.com/track/0M7oqERflkrJVHD3IAZqxo,242640,57,8,spotify:track:0M7oqERflkrJVHD3IAZqxo,Blue Oyster Cult,1972
86,Detroit Breakdown,The J. Geils Band,https://open.spotify.com/track/3PNdIqIoqS8CB1zwU8UxKX,359173,26,5,spotify:track:3PNdIqIoqS8CB1zwU8UxKX,Best Of The J. Geils Band,1979-06-05
87,Drivin' Sister,Mott The Hoople,https://open.spotify.com/track/4mcXdd6tAKZ2AV4TeOyCX8,233173,19,6,spotify:track:4mcXdd6tAKZ2AV4TeOyCX8,Mott (Expanded Edition),1973
88,Prove It All Night,Bruce Springsteen,https://open.spotify.com/track/0Ye9OGxiHF3jylblTCuX7Q,237440,52,9,spotify:track:0Ye9OGxiHF3jylblTCuX7Q,Darkness On the Edge of Town,1978-06-02
89,Love On the Wrong Side of Town,Southside Johnny And The Asbury Jukes,https://open.spotify.com/track/501MRMaNAgp909AAu2sPev,192306,20,4,spotify:track:501MRMaNAgp909AAu2sPev,The Best Of Southside Johnny And The Asbury Jukes,1976
90,Sunday Will Never Be The Same,Spanky & Our Gang,https://open.spotify.com/track/42ccaJliexMY66rWpnaGId,180306,38,4,spotify:track:42ccaJliexMY66rWpnaGId,Spanky & Our Gang,1967-01-01
91,Light Up,Styx,https://open.spotify.com/track/2LNPICgsfcNfqkUsrPpwEy,259533,36,1,spotify:track:2LNPICgsfcNfqkUsrPpwEy,Equinox,1975-01-01
92,Teenage Love Affair,Rick Derringer,https://open.spotify.com/track/4zDb8AsEASOU8yobYNIixJ,200133,15,8,spotify:track:4zDb8AsEASOU8yobYNIixJ,All American Boy (Expanded Edition),1973-10-19
93,Just What I Needed,The Cars,https://open.spotify.com/track/4alHo6RGd0D3OUbTPExTHN,225626,71,3,spotify:track:4alHo6RGd0D3OUbTPExTHN,The Cars,1978-06-06
94,Redondo Beach,Patti Smith,https://open.spotify.com/track/6zCBk93V8M7fPriZj9i4dd,205173,47,2,spotify:track:6zCBk93V8M7fPriZj9i4dd,Horses (Legacy Edition),1975
95,Because the Night,Patti Smith,https://open.spotify.com/track/0lIoY4ZQsdn5QzhraM9o9u,204800,66,3,spotify:track:0lIoY4ZQsdn5QzhraM9o9u,Easter,1978
96,Ouch! - 2006 Remaster,The Rutles,https://open.spotify.com/track/6jZHWrIbWvrNDyHcvKxgWH,109319,21,10,spotify:track:6jZHWrIbWvrNDyHcvKxgWH,The Rutles,1978
97,"""B"" Movies",Fabulous Poodles,https://open.spotify.com/track/2UBz9WaBdqjWL7ueYykUZa,199693,5,7,spotify:track:2UBz9WaBdqjWL7ueYykUZa,Unsuitable,1978-10-02
98,Where Have You Been All My Life,Fotomaker,https://open.spotify.com/track/0O6hLhebUQGNFeCI8CpRyF,218128,17,1,spotify:track:0O6hLhebUQGNFeCI8CpRyF,Fotomaker,1978
99,Beach Baby,First Class,https://open.spotify.com/track/3gOsZGaMej7EMVy6VBjxHM,293453,43,2,spotify:track:3gOsZGaMej7EMVy6VBjxHM,Sun Sea Sand And Sex,2009-05-18
100,Heat Wave,Linda Ronstadt,https://open.spotify.com/track/3OwoQ968t9qJXYxFk7DCvu,165226,38,6,spotify:track:3OwoQ968t9qJXYxFk7DCvu,Prisoner in Disguise,1975
101,Love At The Pier - Remastered,Blondie,https://open.spotify.com/track/41ChaFLDAx7X8bRSn2SUJR,148493,22,9,spotify:track:41ChaFLDAx7X8bRSn2SUJR,Plastic Letters,1978-02-01
102,Dance Away,Roxy Music,https://open.spotify.com/track/6BKVev5kACyEaolcJkaUbz,228266,52,8,spotify:track:6BKVev5kACyEaolcJkaUbz,Manifesto (Remastered),1979-03-01
103,TV Is King,The Tubes,https://open.spotify.com/track/7oVnpwt1Lyrt6wIMa3nppK,188093,18,2,spotify:track:7oVnpwt1Lyrt6wIMa3nppK,Remote Control,1979-01-01
104,TV - Remastered,Dwight Twilley Band,https://open.spotify.com/track/3UnkUMqpKZoxOqTf30UHe8,136360,10,7,spotify:track:3UnkUMqpKZoxOqTf30UHe8,Sincerely,2011-01-01
105,Blue Letter - 2017 Remaster,Fleetwood Mac,https://open.spotify.com/track/2hLclTG8XLSYTUjRlv2wrK,160786,38,3,spotify:track:2hLclTG8XLSYTUjRlv2wrK,Fleetwood Mac (2017 Remaster),1975-07-11
106,I'll Be Waiting,Horslips,https://open.spotify.com/track/5j9sNs8X4EhYsnQtEpWYaM,389493,11,3,spotify:track:5j9sNs8X4EhYsnQtEpWYaM,The Man Who Built America (Bonus Tracks Version),2009-08-21
107,Darlin',Triumvirate,,,,,,,
108,Where Were You,Journey,https://open.spotify.com/track/5nrgyqDkpzvs9iM9cnycc2,180360,29,6,spotify:track:5nrgyqDkpzvs9iM9cnycc2,Departure,1980
109,Cherry Baby,Starz,https://open.spotify.com/track/6LZVAsCB1OEjue9kjZwdyl,227586,22,1,spotify:track:6LZVAsCB1OEjue9kjZwdyl,Violation (Expanded Edition),1977-05-01
110,Cherry - Live / 2008 Remaster,UFO,https://open.spotify.com/track/5mvISky0K66RN8JcCkZOrF,270720,26,2,spotify:track:5mvISky0K66RN8JcCkZOrF,Strangers in the Night (Live) (2008 Remaster),1979-01-29
111,Don't Ever Say Goodbye,Rick Derringer,https://open.spotify.com/track/4b0zEcXuhDlIPmJBoDhose,218533,12,14,spotify:track:4b0zEcXuhDlIPmJBoDhose,"The Best Of Rick Derringer: Rock And Roll, Hoochie Koo",1996
112,Can We Still Be Friends? - 2015 Remaster,Todd Rundgren,https://open.spotify.com/track/5MRIlJbi80rdC8mHUh5bpk,217693,50,2,spotify:track:5MRIlJbi80rdC8mHUh5bpk,Hermit of Mink Hollow,1978
113,Temptation Eyes - Original,The Grass Roots,https://open.spotify.com/track/6KYEtZi2zMlIULXzca9mjp,154600,43,6,spotify:track:6KYEtZi2zMlIULXzca9mjp,Temptation Eyes,1994-01-01
114,Beautiful Loser - Live In Detroit/1975,Bob Seger,https://open.spotify.com/track/1qRqgmMlMHxxHMLPJCTn4V,240001,45,3,spotify:track:1qRqgmMlMHxxHMLPJCTn4V,Live' Bullet,1976-04-12
115,"Long, Long Way from Home",Foreigner,https://open.spotify.com/track/21D0muOMLK4P0jrsAYKLij,172573,46,6,spotify:track:21D0muOMLK4P0jrsAYKLij,Foreigner (Expanded),1977-03-08
116,"Lonliness (Sigma Sound, Philadelphia, 1978) - Live",Horslips,https://open.spotify.com/track/3cyBzzRlap1T4yRlBqecXQ,260160,2,12,spotify:track:3cyBzzRlap1T4yRlBqecXQ,The Man Who Built America (Bonus Tracks Version),2009-08-21
117,Feel Your Love Tonight - 2015 Remaster,Van Halen,https://open.spotify.com/track/2fZTVlNbTrOAt05ohKJ3ym,220960,47,8,spotify:track:2fZTVlNbTrOAt05ohKJ3ym,Van Halen (Remastered),1978-02-10
118,Brighton Rock - Remastered 2011,Queen,https://open.spotify.com/track/4ObxJP7kYUkBqpiklCzrBo,310013,46,1,spotify:track:4ObxJP7kYUkBqpiklCzrBo,Sheer Heart Attack (Deluxe Remastered Version),1974-11-08
119,In The Mood,Rush,https://open.spotify.com/track/2CB4yzH1SBr0q85YniII0M,213853,36,6,spotify:track:2CB4yzH1SBr0q85YniII0M,Rush,1974-01-01
120,All I Want Is You,Roxy Music,https://open.spotify.com/track/1egCIlK7j1ioz15rh3BYHN,173800,34,3,spotify:track:1egCIlK7j1ioz15rh3BYHN,Country Life (Remastered),1974-11-01
121,Without Love,Southside Johnny And The Asbury Jukes,https://open.spotify.com/track/0LjE172lQb3ewH9f7AQHAb,269760,17,7,spotify:track:0LjE172lQb3ewH9f7AQHAb,Havin' A Party With Southside Johnny,1976
122,Trapped Again,Southside Johnny And The Asbury Jukes,https://open.spotify.com/track/3krl7sINykINxFRBkt05HN,255906,32,6,spotify:track:3krl7sINykINxFRBkt05HN,Havin' A Party With Southside Johnny,1976
123,Midwest Midnight - Live,Michael Stanley Band,https://open.spotify.com/track/0X8oeGIEMz6SFSfqSMuHmW,368200,22,1,spotify:track:0X8oeGIEMz6SFSfqSMuHmW,Stagepass,1977
124,Youth Nabbed As Sniper - Remastered,Blondie,https://open.spotify.com/track/2qOIGYRyK8956qxBCx6Jeu,183600,31,4,spotify:track:2qOIGYRyK8956qxBCx6Jeu,Plastic Letters,1978-02-01
125,Dominance and Submission,Blue Öyster Cult,https://open.spotify.com/track/4cOqjEZyN13voCKivT0ae2,322173,38,3,spotify:track:4cOqjEZyN13voCKivT0ae2,Secret Treaties,1974-04-01
126,young girls at market,bizzaros,,,,,,,
127,I'm a Believer,Tin Huey,https://open.spotify.com/track/7up1vlUjVNIPzQd9HU7pFL,193093,3,1,spotify:track:7up1vlUjVNIPzQd9HU7pFL,Contents Dislodged During Shipment,1979-03-02
128,Mongoloid,DEVO,https://open.spotify.com/track/3bGG7jaMbcx8JDl3gLUvo7,225333,43,5,spotify:track:3bGG7jaMbcx8JDl3gLUvo7,Q: Are We Not Men? A: We Are Devo!,1978
129,Oliver's Army,Elvis Costello & The Attractions,https://open.spotify.com/track/1GIV1YzfuFzYAoUjwx3r7W,179613,60,3,spotify:track:1GIV1YzfuFzYAoUjwx3r7W,Armed Forces,1979
130,Welcome To The Working Week,Elvis Costello,https://open.spotify.com/track/39rkLB2TEENIvhwAlRC5ae,83053,39,1,spotify:track:39rkLB2TEENIvhwAlRC5ae,My Aim Is True,1977-07-22
131,Miracle Man,Elvis Costello,https://open.spotify.com/track/4PMmRKupIkdHQzSNxCPP1C,211373,33,2,spotify:track:4PMmRKupIkdHQzSNxCPP1C,My Aim Is True,1977-07-22
132,Boy Crazy,The Tubes,https://open.spotify.com/track/2x1i7PKyWtdhxluSy1g1Cu,249240,15,7,spotify:track:2x1i7PKyWtdhxluSy1g1Cu,The Tubes,1975-01-01
133,Black and White,Todd Rundgren,https://open.spotify.com/track/2NlDLaTogggnLizEgLPvMN,284066,7,7,spotify:track:2NlDLaTogggnLizEgLPvMN,Faithful,1976
134,Search & Destroy,The Dictators,https://open.spotify.com/track/6M9hO0vCcNQEzSKfbT9b50,206786,14,9,spotify:track:6M9hO0vCcNQEzSKfbT9b50,Manifest Destiny,1977
135,Too Hot to Handle - 2008 Remaster,UFO,https://open.spotify.com/track/6spqbkDz0sA29d8CA358F1,217866,41,1,spotify:track:6spqbkDz0sA29d8CA358F1,Lights Out (2008 Remaster),1977-01-01
136,Carcass,Siouxsie and the Banshees,https://open.spotify.com/track/2OwRRgr6rGkO0qYPwkUaoN,229573,30,4,spotify:track:2OwRRgr6rGkO0qYPwkUaoN,The Scream,1978-11-13
137,Sky Pilot,Eric Burdon & the Animals,https://open.spotify.com/track/1YlFODzWlgk4EFqlt4PkvB,443826,41,6,spotify:track:1YlFODzWlgk4EFqlt4PkvB,The Twain Shall Meet,1968-01-01
138,Metropolis,Amon Düül II,https://open.spotify.com/track/1xYWMlzTgHwDdyO1X9WzhG,219409,6,6,spotify:track:1xYWMlzTgHwDdyO1X9WzhG,Made In Germany,1975
139,Steppin' Out,The Dictators,https://open.spotify.com/track/0hkXnF5KhZoviUpQzomOJv,347306,11,6,spotify:track:0hkXnF5KhZoviUpQzomOJv,Manifest Destiny,1977
140,Xanadu,Rush,https://open.spotify.com/track/5q7KiSN7znIONR76LAqm7k,664853,46,2,spotify:track:5q7KiSN7znIONR76LAqm7k,A Farewell To Kings,1977-09-01
141,The Logical Song - Remastered 2010,Supertramp,https://open.spotify.com/track/6mHOcVtsHLMuesJkswc0GZ,251253,73,2,spotify:track:6mHOcVtsHLMuesJkswc0GZ,Breakfast In America (Deluxe Edition),1979-03-29
142,Editions Of You,Roxy Music,https://open.spotify.com/track/3v8m161sv4NBY5QpM6ZdNY,231200,37,4,spotify:track:3v8m161sv4NBY5QpM6ZdNY,For Your Pleasure (Remastered),1973-03-01
143,Peg,Steely Dan,https://open.spotify.com/track/5DQAHkO9U4IZIombHefcqK,240293,60,4,spotify:track:5DQAHkO9U4IZIombHefcqK,Aja,1977-01-01
144,jackie run,rockspurs,,,,,,,
145,Brick House,Commodores,https://open.spotify.com/track/5VJjhHyG8NZ5xdgG6uTb3P,208893,65,6,spotify:track:5VJjhHyG8NZ5xdgG6uTb3P,Commodores,1977-01-01
