play order,title,artist,track.external_urls.spotify,track.duration_ms,track.popularity,track.track_number,track.uri,track.album.name,track.album.release_date
146,Wake Nicodemus,Tim Curry,,,,,,,
147,Kleenex - 2002 Remaster,Generation X,https://open.spotify.com/track/2dimoxuJQmkgwuCieQOs4Z,127000,15,5,spotify:track:2dimoxuJQmkgwuCieQOs4Z,Generation X (2002 Remaster),1978-04-08
148,Candy's Room,Bruce Springsteen,https://open.spotify.com/track/19aoReRYJtOo2vWKPffECT,166240,42,4,spotify:track:19aoReRYJtOo2vWKPffECT,Darkness On the Edge of Town,1978-06-02
149,Who's to Blame,Michael Stanley Band,https://open.spotify.com/track/27GMJ4V36GEBqtH5RnV6JS,191560,12,6,spotify:track:27GMJ4V36GEBqtH5RnV6JS,Cabin Fever,1998-04-01
150,The Story In Your Eyes,The Moody Blues,https://open.spotify.com/track/3kcaix8VptngsWoYDTqEN2,176573,46,2,spotify:track:3kcaix8VptngsWoYDTqEN2,Every Good Boy Deserves Favour,1971-07-23
151,(Don't Fear) The Reaper,Blue Öyster Cult,https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo,308120,76,3,spotify:track:5QTxFnGygVM4jFQiBovmRo,Agents Of Fortune,1976
152,"Come on, Come On",Cheap Trick,https://open.spotify.com/track/3bMYpXiFnKhVKnLz9RHna1,159306,31,9,spotify:track:3bMYpXiFnKhVKnLz9RHna1,In Color,1977-09
153,Love Me Tonight,Head East,https://open.spotify.com/track/4QTRA2WSXCahYOeRuOcY8J,267360,29,3,spotify:track:4QTRA2WSXCahYOeRuOcY8J,Flat As A Pancake,1975-01-01
154,Prime Time,The Tubes,https://open.spotify.com/track/1ugD8OInLTHKP7umbN3WHt,198973,25,3,spotify:track:1ugD8OInLTHKP7umbN3WHt,Remote Control,1979-01-01
155,Lazy Ways,10cc,https://open.spotify.com/track/1dbvYK3hUrXYlFCJhDKn8q,260173,27,2,spotify:track:1dbvYK3hUrXYlFCJhDKn8q,How Dare You,1976
156,Is She Really Going Out With Him?,Joe Jackson,https://open.spotify.com/track/29SRvYOKbMLOZeOubNGtLb,215066,60,3,spotify:track:29SRvYOKbMLOZeOubNGtLb,Look Sharp!,1979-01-05
157,I'd Rather Be a Cowboy (Lady's Chains),John Denver,https://open.spotify.com/track/6BE7wBQqdQQudliybOH6r9,266053,28,1,spotify:track:6BE7wBQqdQQudliybOH6r9,Farewell Andromeda,1973
158,Fire and Rain - 2019 Remaster,James Taylor,https://open.spotify.com/track/1oht5GevPN9t1T3kG1m1GO,203613,74,7,spotify:track:1oht5GevPN9t1T3kG1m1GO,Sweet Baby James (2019 Remaster),1970-02-01
159,Don't Stop Loving Me,Rick Derringer,https://open.spotify.com/track/4MxzAQAwdORElRVnPzJ1a1,289533,6,1,spotify:track:4MxzAQAwdORElRVnPzJ1a1,Sweet Evil (Bonus Track),1977-02-01
160,Sure the Boy Was Green,Horslips,https://open.spotify.com/track/5xkUCucfOfuFwynSVi3eM4,279266,9,4,spotify:track:5xkUCucfOfuFwynSVi3eM4,Aliens (Bonus Tracks Version),2009-12-04
161,spacey romance,no dice,,,,,,,
162,Last of the Rock Stars,Elliott Murphy,https://open.spotify.com/track/2UyCWWEUyljGZXSU3rBVYZ,225000,8,2,spotify:track:2UyCWWEUyljGZXSU3rBVYZ,Broken Poet (Original Motion Picture Soundtrack),2020-06-05
163,Pretty Girls,Joe Jackson,https://open.spotify.com/track/409jKN8Chh8tzFiuKO4HpH,174200,28,10,spotify:track:409jKN8Chh8tzFiuKO4HpH,Look Sharp!,1979-01-05
164,Long Live Rock N Roll,Rainbow,https://open.spotify.com/track/2ilsr4UkwAL10MspiJtKA3,264960,46,1,spotify:track:2ilsr4UkwAL10MspiJtKA3,Long Live Rock 'n' Roll,1978-01-01
165,Diamonds and Rust,Judas Priest,https://open.spotify.com/track/2Z17Q91PB11tzkDh0QQtd6,203533,45,2,spotify:track:2Z17Q91PB11tzkDh0QQtd6,Sin After Sin,1977-11-15
166,Kick It Out,Heart,https://open.spotify.com/track/4QUjwfigQ1qSv0E1jN5yOr,165466,38,5,spotify:track:4QUjwfigQ1qSv0E1jN5yOr,Little Queen,1977-05-14
167,No Way Out,The Tubes,https://open.spotify.com/track/6zDG3IV0D8q3pi6ThoQJKz,202720,13,5,spotify:track:6zDG3IV0D8q3pi6ThoQJKz,Remote Control,1979-01-01
168,Samson and Delilah - 2014 Remaster,Grateful Dead,https://open.spotify.com/track/1r4TpmnDEOEW7HCcCVoErG,207825,32,4,spotify:track:1r4TpmnDEOEW7HCcCVoErG,Terrapin Station (2014 Remaster),1977
169,Call Me,Blondie,https://open.spotify.com/track/7HKxTNVlkHsfMLhigmhC0I,212226,66,1,spotify:track:7HKxTNVlkHsfMLhigmhC0I,Call Me,2004-01-01
170,Bloody Well Right,Supertramp,https://open.spotify.com/track/2SmlWvdYG6FsagxN3FkHMI,272432,56,2,spotify:track:2SmlWvdYG6FsagxN3FkHMI,Crime Of The Century (Remastered),1974-09-01
171,War Baby Son of Zorro,Hall and Oates,https://open.spotify.com/track/69bMk8sKwq1bxa4lEnuLyT,252786,13,6,spotify:track:69bMk8sKwq1bxa4lEnuLyT,War Babies,1974
172,Full Moon Man,Grace Slick,https://open.spotify.com/track/1DAtS0UnOC3dKGDaHEluJY,307240,11,7,spotify:track:1DAtS0UnOC3dKGDaHEluJY,Dreams,1980-03-18
173,Train in Vain (Stand by Me) - Remastered,The Clash,https://open.spotify.com/track/6ITuEsxEy2qPhqMowdDAeI,194666,65,19,spotify:track:6ITuEsxEy2qPhqMowdDAeI,London Calling (Remastered),1979
174,silver lady,intergalactic turing band,,,,,,,
175,Determination,Todd Rundgren,https://open.spotify.com/track/6gTG2wkf1P2n0JqEvaOO8I,192173,9,6,spotify:track:6gTG2wkf1P2n0JqEvaOO8I,Hermit of Mink Hollow,1978
176,Nothing To Fear,New England,https://open.spotify.com/track/3oaKXnGIBUFCAfWHc6Li35,304826,6,6,spotify:track:3oaKXnGIBUFCAfWHc6Li35,New England,1979-01-01
177,Touch Me,The Doors,https://open.spotify.com/track/4BVE5tIIpYabZcYCbephNW,190253,67,2,spotify:track:4BVE5tIIpYabZcYCbephNW,The Soft Parade,1969-07-21
178,Magic Carpet Ride,Steppenwolf,https://open.spotify.com/track/4c4jJJoaiY21t2TyRZgdWS,271573,72,7,spotify:track:4c4jJJoaiY21t2TyRZgdWS,The Second,1968-10-01
179,Raise A Little Hell,Trooper,https://open.spotify.com/track/1yNz3A4ubmE5IEvpNFkjdc,222426,50,10,spotify:track:1yNz3A4ubmE5IEvpNFkjdc,Thick As Thieves,1978-01-01
180,Jailbreak,Thin Lizzy,https://open.spotify.com/track/4qbiCq2xkNPyojuZFeNeqx,240600,61,1,spotify:track:4qbiCq2xkNPyojuZFeNeqx,Jailbreak (Deluxe Edition),1976
181,Smokin' in the Boy's Room,Brownsville Station,https://open.spotify.com/track/1AIGp3gpj1NXJvh3engmUQ,176453,46,10,spotify:track:1AIGp3gpj1NXJvh3engmUQ,Yeah! (US Internet Release),1973
182,Mystery Achievement - 2006 Remaster,Pretenders,https://open.spotify.com/track/2xTk109VtSva8rmQvb2Esn,322906,34,12,spotify:track:2xTk109VtSva8rmQvb2Esn,Pretenders,1980-01-11
183,Do You Believe I Love You,Carolyne Mas,https://open.spotify.com/track/7uPDSyFZQi9RHNg3qUCE5d,182674,0,8,spotify:track:7uPDSyFZQi9RHNg3qUCE5d,Carolyne Mas,2018-02-27
184,Taking It To Detroit,Good Rats,https://open.spotify.com/track/7kYCYu400q0mGtBqb5lXRq,220746,12,1,spotify:track:7kYCYu400q0mGtBqb5lXRq,From Rats To Riches,1978-04-04
185,Desire (Please Don't Turn Away),The J. Geils Band,https://open.spotify.com/track/0mWofEfE3jJbSLWCAiBh8p,217880,14,8,spotify:track:0mWofEfE3jJbSLWCAiBh8p,Love Stinks,1980
186,What I Like About You,The Romantics,https://open.spotify.com/track/6NdcSEhpGGAYXNnnhGS2s6,175400,67,1,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,What I Like About You (And Other Romantic Hits),1990
187,That Smell,Lynyrd Skynyrd,https://open.spotify.com/track/52DKGPMQ21DauCR19pQ0BK,348240,60,2,spotify:track:52DKGPMQ21DauCR19pQ0BK,Street Survivors,1977-10-17
188,The Purple Speed Queen,Curved Air,https://open.spotify.com/track/2AxjUfxGMkFb5TthWyHboJ,207652,10,8,spotify:track:2AxjUfxGMkFb5TthWyHboJ,The Best of Curved Air,1976-11-22
189,Elstree,The Buggles,https://open.spotify.com/track/5nvLGQApZ2ly9Ngn0BKbeW,271600,24,6,spotify:track:5nvLGQApZ2ly9Ngn0BKbeW,The Age Of Plastic,1980-01-10
190,The Dean And I,10cc,https://open.spotify.com/track/4CH6ZxpsBtctgxmHy10T6q,187106,32,4,spotify:track:4CH6ZxpsBtctgxmHy10T6q,10cc,1973
191,Maid In Heaven - 2019 Remaster,Be Bop Deluxe,https://open.spotify.com/track/2Iw5EtH0fpF7r5QX5zA94F,146173,26,3,spotify:track:2Iw5EtH0fpF7r5QX5zA94F,Futurama (Remastered & Expanded),1975-05-17
192,Angels,Lene Lovich,https://open.spotify.com/track/62yB0rvilEnpxQYjaxwqGk,188733,13,3,spotify:track:62yB0rvilEnpxQYjaxwqGk,Flex,2007-01-02
193,Comfortably Numb,Pink Floyd,https://open.spotify.com/track/5HNCy40Ni5BZJFw1TKzRsC,382296,74,6,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,The Wall,1979-11-30
194,Birdman Of Alcatraz,Rick Wakeman,https://open.spotify.com/track/52GZ07NCP75fm7KgkzUFWp,253973,16,4,spotify:track:52GZ07NCP75fm7KgkzUFWp,Criminal Record,1977-01-01
195,Do It Again,Steely Dan,https://open.spotify.com/track/2BstRQGodshjGpeDGQiNgo,356733,70,1,spotify:track:2BstRQGodshjGpeDGQiNgo,Can't Buy A Thrill,1972-01-01
196,Just Can't Wait,The J. Geils Band,https://open.spotify.com/track/0VYOEbCV2NaUZ3bQuJ6HDy,205293,32,1,spotify:track:0VYOEbCV2NaUZ3bQuJ6HDy,Love Stinks,1980
197,Stop Your Sobbing,Pretenders,https://open.spotify.com/track/2VDwggNBGtC7rbRWWfyrqe,158640,0,18,spotify:track:2VDwggNBGtC7rbRWWfyrqe,Soft Rock Alternative,2020-07-31
198,The Logical Song - Remastered 2010,Supertramp,https://open.spotify.com/track/6mHOcVtsHLMuesJkswc0GZ,251253,73,2,spotify:track:6mHOcVtsHLMuesJkswc0GZ,Breakfast In America (Deluxe Edition),1979-03-29
199,Airport,The Motors,https://open.spotify.com/track/6F0CQMioZrqgkp3oHx4hpY,278933,46,1,spotify:track:6F0CQMioZrqgkp3oHx4hpY,Approved By The Motors,1978-01-01
